學習條件,招式
基礎,撞擊
Lv3,叫聲
Lv5,變圓
Lv8,踩踏
Lv11,喝牛奶
Lv15,忍耐
Lv19,滾動
Lv24,泰山壓頂
Lv29,意念頭錘
Lv35,誘惑
Lv41,陀螺球
Lv48,治癒鈴聲
Lv50,喚醒巴掌
HM01,自我激勵
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM37,沙暴
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM52,真氣彈
HM56,投擲
HM68,終極衝擊
HM73,電磁波
HM74,陀螺球
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM100,密語
遺,地球上投
遺,夢話
遺,幫助
遺,愛心印章
遺,懲罰
遺,打嗝
遺,挺住
遺,捨身衝撞
遺,禮物
遺,臂錘
遺,自然之恩
遺,詛咒
遺,起死回生
遺,迷昏拳
