學習條件,招式
基礎,撞擊
基礎,變硬
Lv4,泡沫
Lv8,自我再生
Lv10,泡沫光線
Lv13,煥然一新
Lv17,原始之力
Lv20,尖刺加農炮
Lv23,幸運咒語
Lv27,鹽水
Lv29,鐵壁
Lv31,岩石爆擊
Lv35,挺住
Lv38,水流環
Lv41,力量寶石
Lv45,鏡面反射
Lv47,大地之力
Lv50,抓狂
HM04,冥想
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM26,地震
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM37,沙暴
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM55,熱水
HM64,大爆炸
HM69,岩石打磨
HM71,尖石攻擊
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM96,自然之力
HM100,密語
遺,保護色
遺,冰錐
遺,刺耳聲
遺,奇異之光
遺,屏障
遺,忍耐
遺,水之波動
遺,水流環
遺,水流裂破
遺,白霧
遺,瞬間失憶
遺,紮根
遺,自然之力
遺,詛咒
遺,雙刃頭錘
