學習條件,招式
基礎,翅膀攻擊
基礎,暴風
基礎,火焰拳
基礎,雷電拳
基礎,羽棲
基礎,緊束
基礎,瞪眼
基礎,電磁波
基礎,龍捲風
Lv5,電磁波
Lv11,龍捲風
Lv15,龍之怒
Lv21,摔打
Lv25,高速移動
Lv33,龍尾
Lv39,水流尾
Lv47,龍之俯衝
Lv53,神秘守護
Lv61,龍之舞
Lv67,逆鱗
Lv75,破壞光線
Lv81,暴風
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM19,羽棲
HM20,神秘守護
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM51,鋼翼
HM52,真氣彈
HM56,投擲
HM58,自由落體
HM59,狂舞揮打
HM68,終極衝擊
HM71,尖石攻擊
HM73,電磁波
HM76,飛翔
HM78,重踏
HM80,岩崩
HM82,龍尾
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM98,攀瀑
HM100,密語
遺,水之波動
遺,水流噴射
遺,白霧
遺,神速
遺,超音波
遺,鐵尾
遺,黑霧
遺,龍之俯衝
遺,龍之波動
遺,龍之舞
遺,龍息
教,流星群
