學習條件,招式
未進化,輪唱
基礎,飛水手裡劍
基礎,暗襲要害
基礎,黑霧
基礎,扮演
基礎,掀榻榻米
基礎,拍擊
基礎,叫聲
基礎,泡沫
基礎,電光一閃
Lv5,泡沫
Lv8,電光一閃
Lv10,舌舔
Lv14,水之波動
Lv19,煙幕
Lv23,影子偷襲
Lv28,撒菱
Lv33,出奇一擊
Lv42,替身
Lv49,神通力
Lv56,影子分身
Lv68,水炮
Lv70,黑霧
Lv77,暗襲要害
HM01,自我激勵
HM06,劇毒
HM10,覺醒力量
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM27,報恩
HM32,影子分身
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM49,回聲
HM55,熱水
HM56,投擲
HM59,狂舞揮打
HM62,雜技
HM68,終極衝擊
HM80,岩崩
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM94,衝浪
HM97,惡之波動
HM98,攀瀑
HM100,密語
遺,保護色
遺,傳遞禮物
遺,心之眼
遺,毒菱
遺,玩水
遺,玩泥巴
教,加農水炮
教,水之誓約
