學習條件,招式
未進化,撞擊
基礎,二連踢
基礎,起死回生
基礎,近身戰
基礎,百萬噸重踢
基礎,報復
基礎,瑜伽姿勢
基礎,迴旋踢
基礎,飛踢
Lv5,瑜伽姿勢
Lv9,迴旋踢
Lv13,飛踢
Lv17,劈瓦
Lv21,聚氣
Lv25,佯攻
Lv29,飛膝踢
Lv33,心之眼
Lv37,識破
Lv41,廣域防守
Lv45,火焰踢
Lv49,挺住
Lv53,百萬噸重踢
Lv57,近身戰
Lv61,起死回生
HM01,自我激勵
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM17,守住
HM18,求雨
HM21,遷怒
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM71,尖石攻擊
HM78,重踏
HM80,岩崩
HM84,毒擊
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
,
遺,佯攻
遺,子彈拳
遺,幫助
遺,心之眼
遺,挺住
遺,真空波
遺,追打
遺,雙倍奉還
遺,音速拳
遺,飛膝踢
遺,高速旋轉
