學習條件,招式
未進化,拍擊
基礎,聚光燈
基礎,魅惑之聲
基礎,唱歌
基礎,連環巴掌
基礎,變小
基礎,揮指
HM01,自我激勵
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM35,噴射火焰
HM38,大字爆炎
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM52,真氣彈
HM56,投擲
HM57,充電光束
HM68,終極衝擊
HM73,電磁波
HM77,自我暗示
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM99,魔法閃耀
HM100,密語
,
遺,假哭
遺,揮指
遺,撓癢
遺,模仿
遺,治癒波動
遺,渴望
遺,瞬間失憶
遺,祈願
遺,禮物
遺,腹鼓
遺,芳香治療
遺,薄霧場地
遺,躍起
遺,輔助力量
