學習條件,招式
未進化,撓癢
基礎,薄霧場地
基礎,魔法葉
基礎,快速防守
基礎,廣域防守
基礎,力量互換
基礎,防守互換
基礎,屏障
基礎,念力
Lv4,仿效
Lv8,瑜伽姿勢
Lv11,連環巴掌
Lv15,模仿
Lv15,精神波
Lv18,再來一次
Lv22,光牆
Lv22,反射壁
Lv25,幻象光線
Lv29,替身
Lv32,回收利用
Lv36,戲法
Lv39,精神強念
Lv43,扮演
Lv46,接棒
Lv50,神秘守護
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM53,能量球
HM56,投擲
HM57,充電光束
HM66,以牙還牙
HM68,終極衝擊
HM73,電磁波
HM77,自我暗示
HM83,死纏爛打
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM99,魔法閃耀
HM100,密語
,
遺,催眠術
遺,冰凍之風
遺,力量平分
遺,喚醒巴掌
遺,奇異之光
遺,戲法
遺,搖晃舞
遺,擊掌奇襲
遺,模仿
遺,詭計
遺,預知未來
遺,魔法空間
