學習條件,招式
未進化,玩水
基礎,絕對零度
基礎,頭錘
基礎,叫聲
基礎,信號光束
基礎,冰凍之風
Lv3,叫聲
Lv7,信號光束
Lv11,冰凍之風
Lv13,再來一次
Lv17,冰礫
Lv21,睡覺
Lv23,水流環
Lv27,極光束
Lv31,水流噴射
Lv33,鹽水
Lv39,猛撞
Lv45,潛水
Lv49,水流尾
Lv55,冰凍光束
Lv61,神秘守護
Lv65,冰雹
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM27,報恩
HM32,影子分身
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM49,回聲
HM56,投擲
HM67,修長之角
HM68,終極衝擊
HM79,冰息
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM98,攀瀑
HM100,密語
遺,信號光束
遺,再來一次
遺,冰錐
遺,吞下
遺,噴出
遺,夢話
遺,定身法
遺,打嗝
遺,找夥伴
遺,摔打
遺,擊掌奇襲
遺,水之波動
遺,滅亡之歌
遺,舌舔
遺,蓄力
遺,角鑽
遺,鐵尾
