學習條件,招式
基礎,電氣場地
基礎,勇鳥猛攻
基礎,力量互換
基礎,黑色目光
基礎,電光一閃
基礎,點到為止
基礎,縮入殼中
基礎,電擊
Lv8,電光
Lv14,電擊波
Lv20,刺耳聲
Lv26,充電
Lv32,瘋狂伏特
Lv38,鸚鵡學舌
Lv48,放電
Lv53,高速移動
Lv58,電球
HM01,自我激勵
HM04,冥想
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM12,挑釁
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM19,羽棲
HM20,神秘守護
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM32,影子分身
HM33,反射壁
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM46,小偷
HM48,輪唱
HM49,回聲
HM51,鋼翼
HM54,點到為止
HM58,自由落體
HM62,雜技
HM68,終極衝擊
HM72,伏特替換
HM73,電磁波
HM76,飛翔
HM77,自我暗示
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM93,瘋狂伏特
HM96,自然之力
HM99,魔法閃耀
HM100,密語
,沒有相關技能
