學習條件,招式
基礎,抓狂
基礎,雙刃頭錘
基礎,撞擊
基礎,變硬
基礎,玩泥巴
基礎,水槍
Lv6,玩泥巴
Lv10,水槍
Lv15,岩石封鎖
Lv21,原始之力
Lv26,潛水
Lv31,猛撞
Lv35,哈欠
Lv41,睡覺
Lv46,水炮
Lv50,捨身衝撞
Lv56,雙刃頭錘
HM04,冥想
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM32,影子分身
HM37,沙暴
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM55,熱水
HM68,終極衝擊
HM69,岩石打磨
HM71,尖石攻擊
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM98,攀瀑
HM100,密語
遺,夢話
遺,意念頭錘
遺,打鼾
遺,擲泥
遺,水流尾
遺,泥巴射擊
遺,濁流
遺,火箭頭錘
遺,玩水
遺,瞬間失憶
遺,震級
遺,鹽水
