學習條件,招式
未進化,瞪眼
基礎,超級角擊
基礎,啄
基礎,聚氣
基礎,二連踢
基礎,毒針
Lv23,逐步擊破
Lv35,大鬧一番
Lv43,大地之力
Lv58,超級角擊
HM05,吼叫
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM34,污泥波
HM35,噴射火焰
HM36,污泥炸彈
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM49,回聲
HM52,真氣彈
HM56,投擲
HM60,延後
HM65,暗影爪
HM67,修長之角
HM68,終極衝擊
HM71,尖石攻擊
HM78,重踏
HM80,岩崩
HM82,龍尾
HM84,毒擊
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM100,密語
,
遺,圍攻
遺,定身法
遺,念力
遺,挺住
遺,毒尾
遺,毒液陷阱
遺,猛撞
遺,瞬間失憶
遺,突襲
遺,超音波
遺,逐步擊破
遺,鐵尾
遺,雙倍奉還
遺,雙刃頭錘
