學習條件,招式
基礎,大鬧一番
基礎,臂錘
基礎,暴風
基礎,吵鬧
基礎,驚嚇
基礎,起風
基礎,虛張聲勢
Lv7,咬住
Lv13,報復
Lv19,空氣利刃
Lv25,神通力
Lv31,高速移動
Lv37,空氣斬
Lv43,咬碎
Lv49,順風
Lv55,求雨
Lv61,暴風
Lv67,惡之波動
Lv73,臂錘
Lv79,大鬧一番
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM27,報恩
HM29,精神強念
HM31,劈瓦
HM32,影子分身
HM34,污泥波
HM36,污泥炸彈
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM58,自由落體
HM59,狂舞揮打
HM62,雜技
HM63,查封
HM66,以牙還牙
HM68,終極衝擊
HM76,飛翔
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM97,惡之波動
HM100,密語
,沒有相關技能
