學習條件,招式
基礎,忍耐
Lv4,瑜伽姿勢
Lv7,念力
Lv9,看穿
Lv12,挺住
Lv15,佯攻
Lv17,發勁
Lv20,覺醒力量
Lv23,冥想
Lv25,心之眼
Lv28,飛膝踢
Lv31,自我暗示
Lv33,點穴
Lv36,力量戲法
Lv39,起死回生
Lv41,自我再生
Lv44,雙倍奉還
HM01,自我激勵
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM16,光牆
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM77,自我暗示
HM80,岩崩
HM84,毒擊
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
遺,冰凍拳
遺,力量互換
遺,吸取拳
遺,子彈拳
遺,快速防守
遺,接棒
遺,擊掌奇襲
遺,火焰拳
遺,爆裂拳
遺,秘密之力
遺,精神利刃
遺,識破
遺,防守互換
遺,雷電拳
