學習條件,招式
基礎,咬碎
基礎,二連劈
基礎,火焰牙
基礎,撞擊
基礎,潑沙
基礎,龍之怒
基礎,沙暴
Lv3,潑沙
Lv7,龍之怒
Lv13,沙暴
Lv15,猛撞
Lv19,流沙地獄
Lv28,劈開
Lv33,龍爪
Lv40,挖洞
Lv55,龍之俯衝
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM54,點到為止
HM56,投擲
HM59,狂舞揮打
HM65,暗影爪
HM68,終極衝擊
HM71,尖石攻擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM82,龍尾
HM84,毒擊
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM100,密語
遺,大鬧一番
遺,捨身衝撞
遺,攀岩
遺,泥巴射擊
遺,泰山壓頂
遺,流沙地獄
遺,逆鱗
遺,金屬爪
遺,鐵尾
遺,鐵頭
遺,鬼面
遺,龍息
遺,龍捲風
教,流星群
