學習條件,招式
基礎,小偷
基礎,搖尾巴
基礎,驚嚇
基礎,舌舔
基礎,抓
Lv4,綁緊
Lv7,影子偷襲
Lv10,佯攻
Lv13,亂抓
Lv16,出奇一擊
Lv18,幻象光線
Lv21,原始之力
Lv25,劈開
Lv30,保護色
Lv33,暗影爪
Lv38,刺耳聲
Lv42,替身
Lv46,突襲
Lv50,同步干擾
HM01,自我激勵
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM17,守住
HM18,求雨
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM56,投擲
HM57,充電光束
HM65,暗影爪
HM73,電磁波
HM77,自我暗示
HM80,岩崩
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM100,密語
,
遺,保護色
遺,定身法
遺,戲法
遺,搶奪
遺,擊掌奇襲
遺,欺詐
遺,特性互換
遺,自我再生
遺,詭計
遺,迷昏拳
遺,魔法反射
