學習條件,招式
基礎,芳香薄霧
基礎,治癒波動
基礎,甜甜香氣
基礎,妖精之風
基礎,天使之吻
基礎,氣味偵測
Lv6,天使之吻
Lv8,氣味偵測
Lv13,回聲
Lv17,冥想
Lv21,吸取之吻
Lv25,芳香治療
Lv29,迷人
Lv31,月亮之力
Lv35,撒嬌
Lv38,抓狂
Lv42,薄霧場地
Lv44,特性互換
Lv48,精神強念
Lv53,魅惑之聲
Lv57,反射壁
Lv64,自我暗示
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM29,精神強念
HM32,影子分身
HM33,反射壁
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM53,能量球
HM57,充電光束
HM68,終極衝擊
HM74,陀螺球
HM77,自我暗示
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM92,戲法空間
HM99,魔法閃耀
HM100,密語
,
遺,定身法
遺,煥然一新
遺,祈願
遺,誘惑
