學習條件,招式
基礎,龍捲風
Lv5,鬼面
Lv15,原始之力
Lv20,咬碎
Lv30,空氣斬
Lv35,睡覺
Lv45,神速
Lv50,龍之波動
Lv60,龍之舞
Lv65,飛翔
Lv75,巨聲
Lv80,逆鱗
Lv90,破壞光線
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM48,輪唱
HM49,回聲
HM50,過熱
HM52,真氣彈
HM53,能量球
HM56,投擲
HM58,自由落體
HM59,狂舞揮打
HM65,暗影爪
HM68,終極衝擊
HM71,尖石攻擊
HM73,電磁波
HM74,陀螺球
HM75,劍舞
HM76,飛翔
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM82,龍尾
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM98,攀瀑
HM100,密語
,
教,流星群
教,畫龍點睛
