學習條件,招式
未進化,撒嬌
基礎,冰柱墜擊
基礎,絕對零度
基礎,大鬧一番
基礎,蠻力
基礎,水流噴射
基礎,叫聲
基礎,細雪
基礎,忍耐
基礎,冰凍之風
Lv5,細雪
Lv9,忍耐
Lv13,冰凍之風
Lv15,和睦相處
Lv17,亂抓
Lv21,鹽水
Lv25,挺住
Lv29,虛張聲勢
Lv33,劈開
Lv36,抓狂
Lv41,睡覺
Lv45,暴風雪
Lv53,冰雹
Lv59,大鬧一番
Lv66,絕對零度
HM05,吼叫
HM06,劇毒
HM07,冰雹
HM08,健美
HM10,覺醒力量
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM52,真氣彈
HM56,投擲
HM65,暗影爪
HM68,終極衝擊
HM71,尖石攻擊
HM75,劍舞
HM78,重踏
HM79,冰息
HM80,岩崩
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM100,密語
,
遺,再來一次
遺,冰凍拳
遺,哈欠
遺,夢話
遺,嬉鬧
遺,惡意追擊
遺,暗襲要害
遺,真氣拳
遺,雪崩
