學習條件,招式
基礎,拍擊
基礎,念力
基礎,撓癢
基礎,和睦相處
Lv3,念力
Lv7,撓癢
Lv10,假哭
Lv14,連環巴掌
Lv16,幻象光線
Lv19,查封
Lv24,出奇一擊
Lv25,精神衝擊
Lv28,吹捧
Lv31,預知未來
Lv34,回復封鎖
Lv39,精神強念
Lv43,意念移物
Lv50,撒嬌
Lv53,魔法空間
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM12,挑釁
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM24,十萬伏特
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM53,能量球
HM56,投擲
HM57,充電光束
HM63,查封
HM66,以牙還牙
HM73,電磁波
HM77,自我暗示
HM80,岩崩
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM97,惡之波動
HM100,密語
,
遺,吵鬧
遺,奇跡之眼
遺,惡之波動
遺,治癒波動
遺,誘惑
遺,鏡面反射
遺,黑色目光
