學習條件,招式
基礎,尖刺防守
基礎,同命
基礎,報復
基礎,毒針
基礎,瞪眼
基礎,吸取
基礎,生長
Lv4,吸取
Lv7,生長
Lv10,寄生種子
Lv13,潑沙
Lv16,尖刺臂
Lv19,出奇一擊
Lv22,紮根
Lv26,以牙還牙
Lv30,撒菱
Lv35,突襲
Lv38,飛彈針
Lv44,能量球
Lv49,棉孢子
Lv54,沙暴
Lv59,同命
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM21,遷怒
HM22,日光束
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM37,沙暴
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM52,真氣彈
HM53,能量球
HM56,投擲
HM63,查封
HM66,以牙還牙
HM68,終極衝擊
HM75,劍舞
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM96,自然之力
HM97,惡之波動
HM100,密語
,
遺,定身法
遺,打嗝
遺,掉包
遺,搖晃舞
遺,擋路
遺,清醒
遺,溶解液
遺,煩惱種子
遺,爆裂拳
遺,種子炸彈
遺,耕地
遺,致命針刺
遺,草笛
遺,詭計
遺,踢倒
遺,雙倍奉還
遺,魔法葉
