學習條件,招式
基礎,擋路
基礎,撞擊
基礎,守住
基礎,挑釁
基礎,金屬音
Lv6,挑釁
Lv10,金屬音
Lv15,猛撞
Lv19,鐵壁
Lv24,虛張聲勢
Lv28,原始之力
Lv36,挺住
Lv43,金屬爆炸
Lv51,鐵頭
Lv58,重磅衝撞
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM32,影子分身
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM68,終極衝擊
HM69,岩石打磨
HM71,尖石攻擊
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM100,密語
遺,刺耳聲
遺,地裂
遺,岩石爆擊
遺,廣域防守
遺,捨身衝撞
遺,泰山壓頂
遺,聚氣
遺,詛咒
遺,防守平分
遺,隱形岩
遺,雙倍奉還
遺,頭錘
遺,鬼面
