學習條件,招式
基礎,渴望
基礎,抓
基礎,踢倒
基礎,瞪眼
基礎,聚氣
Lv5,亂抓
Lv8,空手劈
Lv12,追打
Lv15,地球上投
Lv19,虛張聲勢
Lv22,十字劈
Lv26,惡意追擊
Lv29,懲罰
Lv33,大鬧一番
Lv36,近身戰
Lv40,刺耳聲
Lv43,跺腳
Lv47,逆鱗
Lv50,搏命
HM01,自我激勵
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM50,過熱
HM52,真氣彈
HM56,投擲
HM62,雜技
HM66,以牙還牙
HM78,重踏
HM80,岩崩
HM84,毒擊
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM100,密語
,
遺,再來一次
遺,囂張
遺,圍攻
遺,報復
遺,夢話
遺,暗襲要害
遺,清醒
遺,瑜伽姿勢
遺,真氣拳
遺,識破
遺,起死回生
遺,近身戰
遺,雙倍奉還
