學習條件,招式
基礎,起風
基礎,蝶舞
基礎,蟲鳴
基礎,銀色旋風
基礎,撞擊
基礎,定身法
基礎,識破
基礎,超音波
Lv5,超音波
Lv11,念力
Lv13,毒粉
Lv17,幻象光線
Lv23,麻痹粉
Lv25,信號光束
Lv29,催眠粉
Lv37,吸血
Lv41,意念頭錘
Lv47,劇毒牙
Lv55,精神強念
Lv59,蟲鳴
Lv63,蝶舞
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM19,羽棲
HM21,遷怒
HM22,日光束
HM27,報恩
HM28,吸血
HM29,精神強念
HM32,影子分身
HM36,污泥炸彈
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM53,能量球
HM62,雜技
HM68,終極衝擊
HM83,死纏爛打
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM100,密語
,
遺,信號光束
遺,刺耳聲
遺,憤怒粉
遺,接棒
遺,晨光
遺,毒菱
遺,特性互換
遺,秘密之力
遺,終極吸取
遺,蟲咬
遺,高速移動
