學習條件,招式
基礎,搖晃舞
基礎,打嗝
基礎,躍起
基礎,精神波
基礎,氣味偵測
基礎,幻象光線
Lv7,精神波
Lv10,氣味偵測
Lv14,幻象光線
Lv15,自我暗示
Lv18,奇異之光
Lv21,魔法反射
Lv26,意念頭錘
Lv29,力量寶石
Lv35,睡覺
Lv35,打鼾
Lv42,精神衝擊
Lv46,以牙還牙
Lv52,精神強念
Lv60,彈跳
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM53,能量球
HM56,投擲
HM57,充電光束
HM66,以牙還牙
HM68,終極衝擊
HM73,電磁波
HM77,自我暗示
HM78,重踏
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM100,密語
,
遺,吹飛
遺,單純光束
遺,幸運咒語
遺,意念頭錘
遺,戲法
遺,挺住
遺,特性互換
遺,瞬間失憶
遺,神通力
遺,鏡面反射
遺,預知未來
