學習條件,招式
基礎,冰凍牙
基礎,咬碎
基礎,音爆
基礎,叫聲
基礎,玩水
基礎,電光一閃
Lv4,叫聲
Lv7,玩水
Lv11,電光一閃
Lv15,水槍
Lv18,追打
Lv21,高速星星
Lv24,水流噴射
Lv29,二連擊
Lv35,潮旋
Lv41,旋風刀
Lv46,水流尾
Lv51,高速移動
Lv57,水炮
HM05,吼叫
HM06,劇毒
HM07,冰雹
HM08,健美
HM10,覺醒力量
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM52,真氣彈
HM55,熱水
HM66,以牙還牙
HM68,終極衝擊
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM98,攀瀑
HM100,密語
遺,亂抓
遺,劈開
遺,掃尾拍打
遺,掉包
遺,接棒
遺,搶先一步
遺,擲泥
遺,氣味偵測
遺,水流尾
遺,水流環
遺,浸水
遺,連斬
遺,連環巴掌
遺,頭錘
