學習條件,招式
基礎,舌舔
Lv5,超音波
Lv9,變圓
Lv13,拍落
Lv17,緊束
Lv21,踩踏
Lv25,定身法
Lv29,摔打
Lv33,滾動
Lv37,逐步擊破
Lv41,搶先一步
Lv45,煥然一新
Lv49,刺耳聲
Lv53,強力鞭打
Lv57,絞緊
HM01,自我激勵
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM56,投擲
HM59,狂舞揮打
HM68,終極衝擊
HM75,劍舞
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM82,龍尾
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM100,密語
,
遺,夢話
遺,意念頭錘
遺,打嗝
遺,打鼾
遺,泰山壓頂
遺,清醒
遺,濁流
遺,瞬間失憶
遺,腹鼓
遺,臂錘
遺,詛咒
遺,震級
