學習條件,招式
基礎,拍擊
基礎,瞪眼
基礎,聚氣
基礎,忍耐
Lv4,聚氣
Lv8,忍耐
Lv12,踢倒
Lv16,落石
Lv20,喚醒巴掌
Lv24,逐步擊破
Lv29,健美
Lv33,岩崩
Lv37,爆裂拳
Lv41,鬼面
Lv45,臂錘
Lv49,尖石攻擊
Lv53,真氣拳
Lv57,蠻力
HM01,自我激勵
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM59,狂舞揮打
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM78,重踏
HM80,岩崩
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
,
遺,吸取拳
遺,廣域防守
遺,挺住
遺,清醒
遺,發勁
遺,看穿
遺,識破
遺,起死回生
遺,連續拳
遺,雙倍奉還
遺,音速拳
