學習條件,招式
基礎,鐵頭
基礎,冰凍牙
基礎,火焰牙
基礎,雷電牙
基礎,翅膀攻擊
基礎,超音波
基礎,咬住
基礎,鬼面
Lv9,吼叫
Lv17,高速移動
Lv25,原始之力
Lv33,咬碎
Lv41,猛撞
Lv49,自由落體
Lv57,鐵頭
Lv65,破壞光線
Lv73,岩崩
Lv81,終極衝擊
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM19,羽棲
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM32,影子分身
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM51,鋼翼
HM58,自由落體
HM59,狂舞揮打
HM66,以牙還牙
HM68,終極衝擊
HM69,岩石打磨
HM71,尖石攻擊
HM76,飛翔
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
遺,吹飛
遺,廣域防守
遺,惡意追擊
遺,羽棲
遺,詛咒
遺,識破
遺,追打
遺,鋼翼
遺,順風
遺,龍息
