學習條件,招式
基礎,強力鞭打
基礎,攀岩
基礎,撞擊
基礎,變硬
基礎,滾動
基礎,詛咒
Lv6,滾動
Lv9,詛咒
Lv14,金屬爪
Lv18,飛彈針
Lv21,陀螺球
Lv26,鐵壁
Lv30,鏡光射擊
Lv35,紮根
Lv38,自爆
Lv46,鐵頭
Lv53,以牙還牙
Lv61,加農光炮
Lv67,大爆炸
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM32,影子分身
HM37,沙暴
HM40,燕返
HM42,硬撐
HM44,睡覺
HM48,輪唱
HM53,能量球
HM64,大爆炸
HM65,暗影爪
HM66,以牙還牙
HM68,終極衝擊
HM69,岩石打磨
HM73,電磁波
HM74,陀螺球
HM75,劍舞
HM78,重踏
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM96,自然之力
HM100,密語
遺,寄生種子
遺,撒菱
遺,攀岩
遺,煩惱種子
遺,種子機關槍
遺,種子炸彈
遺,酸液炸彈
遺,重力
遺,隱形岩
