學習條件,招式
未進化,玩水
基礎,水流噴射
基礎,金屬爪
基礎,撞擊
基礎,叫聲
基礎,泡沫
Lv4,叫聲
Lv8,泡沫
Lv11,劍舞
Lv15,啄
Lv19,泡沫光線
Lv24,虛張聲勢
Lv28,亂擊
Lv33,鹽水
Lv39,潮旋
Lv46,白霧
Lv52,啄鑽
Lv59,水炮
HM01,自我激勵
HM05,吼叫
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM51,鋼翼
HM55,熱水
HM56,投擲
HM60,延後
HM65,暗影爪
HM68,終極衝擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM94,衝浪
HM98,攀瀑
HM100,密語
,
遺,二連擊
遺,冰凍之風
遺,哈欠
遺,忍耐
遺,打鼾
遺,抓狂
遺,擲泥
遺,水流環
遺,水炮
遺,玩泥巴
遺,羽毛舞
遺,超音波
遺,高速移動
教,加農水炮
教,水之誓約
