學習條件,招式
基礎,逆鱗
基礎,抓
基礎,瞪眼
基礎,惡意追擊
基礎,龍之怒
Lv4,瞪眼
Lv7,惡意追擊
Lv10,龍之怒
Lv13,二連劈
Lv16,鬼面
Lv20,劈開
Lv24,點到為止
Lv28,龍爪
Lv32,龍之舞
Lv36,挑釁
Lv42,龍之波動
Lv50,劍舞
Lv58,斷頭鉗
Lv66,逆鱗
Lv74,終極衝擊
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM52,真氣彈
HM54,點到為止
HM56,投擲
HM59,狂舞揮打
HM65,暗影爪
HM66,以牙還牙
HM68,終極衝擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM81,十字剪
HM82,龍尾
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM100,密語
,
遺,挺住
遺,旋風刀
遺,暗襲要害
遺,聚氣
遺,蠻幹
遺,變硬
遺,起死回生
遺,鐵尾
遺,雙倍奉還
遺,龍之波動
教,流星群
