學習條件,招式
未進化,遷怒
基礎,報恩
基礎,治癒之願
基礎,彈跳
基礎,耕地
基礎,鏡面反射
基礎,魔法反射
基礎,變圓
基礎,躍起
基礎,拍擊
基礎,識破
Lv6,挺住
Lv13,圓瞳
Lv16,電光一閃
Lv23,飛踢
Lv26,接棒
Lv33,高速移動
Lv36,迷昏拳
Lv43,您先請
Lv46,撒嬌
Lv53,找夥伴
Lv56,彈跳
Lv63,治癒之願
Lv66,飛膝踢
HM01,自我激勵
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM30,暗影球
HM32,影子分身
HM42,硬撐
HM44,睡覺
HM45,迷人
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM57,充電光束
HM59,狂舞揮打
HM68,終極衝擊
HM73,電磁波
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
遺,二連擊
遺,仿效
遺,假哭
遺,再來一次
遺,冰凍拳
遺,天使之吻
遺,宇宙力量
遺,巴投
遺,抓狂
遺,掉包
遺,搖晃舞
遺,擊掌奇襲
遺,沖天拳
遺,火焰拳
遺,玩泥巴
遺,真氣拳
遺,踢倒
遺,雷電拳
