學習條件,招式
基礎,力量互換
基礎,防守互換
基礎,驚嚇
基礎,撞擊
基礎,叫聲
基礎,念力
Lv5,氣味偵測
Lv10,惡意追擊
Lv14,踩踏
Lv19,幻象光線
Lv23,高速移動
Lv28,二連擊
Lv32,意念頭錘
Lv37,咬碎
Lv41,接棒
Lv46,詭計
Lv50,精神強念
HM01,自我激勵
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM16,光牆
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM49,回聲
HM53,能量球
HM57,充電光束
HM73,電磁波
HM77,自我暗示
HM78,重踏
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM99,魔法閃耀
HM100,密語
,
遺,二連踢
遺,圍攻
遺,旋風刀
遺,特性互換
遺,猛撞
遺,瞬間失憶
遺,祈願
遺,秘密之力
遺,識破
遺,鏡面反射
遺,預知未來
遺,魔法反射
遺,黑色目光
