學習條件,招式
基礎,十字毒刃
基礎,刺耳聲
基礎,吸取
基礎,超音波
基礎,驚嚇
基礎,咬住
Lv5,超音波
Lv7,驚嚇
Lv11,咬住
Lv13,翅膀攻擊
Lv17,奇異之光
Lv19,空氣利刃
Lv24,高速星星
Lv27,劇毒牙
Lv32,黑色目光
Lv35,吸血
Lv40,黑霧
Lv43,毒液衝擊
Lv48,空氣斬
Lv51,快速防守
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM19,羽棲
HM21,遷怒
HM27,報恩
HM28,吸血
HM30,暗影球
HM32,影子分身
HM36,污泥炸彈
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM51,鋼翼
HM62,雜技
HM66,以牙還牙
HM68,終極衝擊
HM76,飛翔
HM81,十字剪
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM97,惡之波動
HM100,密語
遺,催眠術
遺,出奇一擊
遺,勇鳥猛攻
遺,吹飛
遺,意念頭錘
遺,毒液陷阱
遺,清除濃霧
遺,終極吸取
遺,詛咒
遺,詭計
遺,起風
遺,追打
遺,鋼翼
遺,電光一閃
