學習條件,招式
基礎,力量寶石
基礎,精神衝擊
基礎,月亮之力
基礎,撞擊
基礎,變硬
基礎,念力
基礎,落石
Lv5,催眠術
Lv9,岩石打磨
Lv13,精神波
Lv17,查封
Lv21,岩崩
Lv25,宇宙力量
Lv29,精神強念
Lv33,回復封鎖
Lv37,尖石攻擊
Lv41,預知未來
Lv45,大爆炸
Lv49,魔法空間
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM37,沙暴
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM48,輪唱
HM57,充電光束
HM62,雜技
HM63,查封
HM64,大爆炸
HM68,終極衝擊
HM69,岩石打磨
HM71,尖石攻擊
HM74,陀螺球
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM100,密語
,沒有相關技能
