學習條件,招式
基礎,起風
基礎,奇跡之眼
Lv4,催眠術
Lv8,精神波
Lv11,順風
Lv14,吹飛
Lv18,幻象光線
Lv21,空氣利刃
Lv24,光牆
Lv28,反射壁
Lv31,同步干擾
Lv34,鸚鵡學舌
Lv38,重力
Lv41,空氣斬
Lv44,精神強念
Lv48,宇宙力量
Lv50,神鳥猛擊
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM13,冰凍光束
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM19,羽棲
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM23,擊落
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM51,鋼翼
HM53,能量球
HM57,充電光束
HM73,電磁波
HM76,飛翔
HM77,自我暗示
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM92,戲法空間
HM97,惡之波動
HM99,魔法閃耀
HM100,密語
遺,原始之力
遺,特性互換
遺,精神轉移
遺,羽棲
遺,輔助力量
遺,鋼翼
遺,預知未來
