學習條件,招式
未進化,泡沫光線
基礎,蝶舞
基礎,吹飛
基礎,蟲鳴
基礎,奇異之風
基礎,泡沫
基礎,電光一閃
基礎,甜甜香氣
基礎,玩水
Lv6,電光一閃
Lv9,甜甜香氣
Lv14,玩水
Lv17,起風
Lv22,鬼面
Lv22,空氣利刃
Lv26,麻痹粉
Lv32,銀色旋風
Lv38,空氣斬
Lv42,蟲鳴
Lv48,吹飛
Lv52,蝶舞
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM19,羽棲
HM21,遷怒
HM22,日光束
HM27,報恩
HM30,暗影球
HM32,影子分身
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM53,能量球
HM55,熱水
HM68,終極衝擊
HM77,自我暗示
HM83,死纏爛打
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM100,密語
遺,信號光束
遺,力量平分
遺,幻象光線
遺,心之眼
遺,挺住
遺,水流噴射
遺,水炮
遺,泥巴射擊
遺,猛撲
遺,致命針刺
遺,蟲咬
遺,識破
