學習條件,招式
基礎,冰凍拳
基礎,細雪
基礎,瞪眼
基礎,飛葉快刀
基礎,冰凍之風
Lv5,飛葉快刀
Lv9,冰凍之風
Lv13,草笛
Lv17,虛張聲勢
Lv21,白霧
Lv26,冰礫
Lv31,紮根
Lv36,木槌
Lv47,暴風雪
Lv58,絕對零度
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM26,地震
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM52,真氣彈
HM53,能量球
HM56,投擲
HM68,終極衝擊
HM75,劍舞
HM78,重踏
HM79,冰息
HM80,岩崩
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
,
遺,寄生種子
遺,捨身衝撞
遺,火箭頭錘
遺,生長
遺,白霧
遺,種子機關槍
遺,種子炸彈
遺,自然之恩
遺,踩踏
遺,雪崩
遺,魔法葉
