學習條件,招式
未進化,猛撞
基礎,蝶舞
基礎,火之舞
基礎,暴風
基礎,憤怒粉
基礎,熱風
基礎,蝶舞
基礎,閃焰衝鋒
基礎,大鬧一番
基礎,瞬間失憶
基礎,蟲鳴
基礎,火焰輪
基礎,火花
基礎,吐絲
基礎,吸取
基礎,起風
Lv10,吸取
Lv20,起風
Lv30,火焰旋渦
Lv40,吹飛
Lv50,銀色旋風
Lv60,熱風
Lv70,蟲鳴
Lv80,憤怒粉
Lv90,暴風
Lv100,火之舞
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM16,光牆
HM17,守住
HM19,羽棲
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM27,報恩
HM28,吸血
HM29,精神強念
HM32,影子分身
HM35,噴射火焰
HM38,大字爆炎
HM40,燕返
HM42,硬撐
HM43,蓄能焰襲
HM44,睡覺
HM48,輪唱
HM50,過熱
HM61,鬼火
HM62,雜技
HM68,終極衝擊
HM76,飛翔
HM84,毒擊
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM93,瘋狂伏特
HM100,密語
遺,吐絲
遺,意念頭錘
遺,挺住
遺,晨光
遺,識破
遺,變硬
遺,電磁飄浮
