學習條件,招式
基礎,輪唱
基礎,電光一閃
基礎,念力
基礎,唱歌
Lv6,電光一閃
Lv11,念力
Lv16,唱歌
Lv21,搖晃舞
Lv26,雜技
Lv31,幻象光線
Lv36,回聲
Lv43,急速折返
Lv50,喚醒巴掌
Lv57,精神強念
Lv64,巨聲
Lv71,扮演
Lv78,近身戰
Lv85,滅亡之歌
HM01,自我激勵
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM42,硬撐
HM44,睡覺
HM47,下盤踢
HM48,輪唱
HM49,回聲
HM52,真氣彈
HM53,能量球
HM56,投擲
HM57,充電光束
HM62,雜技
HM63,查封
HM65,暗影爪
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM73,電磁波
HM77,自我暗示
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM92,戲法空間
HM99,魔法閃耀
HM100,密語
,
教,古老之歌
