學習條件,招式
基礎,和睦相處
基礎,回聲
Lv5,龍捲風
Lv9,守住
Lv13,大蛇瞪眼
Lv17,光牆
Lv21,龍之怒
Lv25,自然之恩
Lv29,龍息
Lv33,神秘守護
Lv37,神通力
Lv41,龍之波動
Lv45,飛翔
Lv49,巨聲
Lv53,逆鱗
HM01,自我激勵
HM02,龍爪
HM04,冥想
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM19,羽棲
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM30,暗影球
HM32,影子分身
HM35,噴射火焰
HM38,大字爆炎
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM51,鋼翼
HM52,真氣彈
HM53,能量球
HM56,投擲
HM65,暗影爪
HM68,終極衝擊
HM73,電磁波
HM76,飛翔
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM82,龍尾
HM86,打草結
HM88,夢話
HM90,替身
HM94,衝浪
HM95,大聲咆哮
HM96,自然之力
HM100,密語
,
遺,嬉鬧
遺,旋風刀
遺,暴風
遺,白霧
遺,龍之俯衝
